hs_code,mineral,form,flow,country,fiscal_year,value_usd_mn,source_file,year
7408,Copper,Copper Wire,Export,BANGLADESH PR,2021-2022,3.96,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,BELGIUM,2021-2022,3.03,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,BHUTAN,2021-2022,0.04,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,BHUTAN,2021-2022,0.05,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,BRAZIL,2021-2022,1.41,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,CANADA,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,CANADA,2021-2022,0.1,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,CHILE,2021-2022,0.01,7408_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Export,CHINA,2021-2022,13.29,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,CHINA,2021-2022,1068.32,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,CHINA,2021-2022,2.64,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,COLOMBIA,2021-2022,0.08,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,CONGO D. REP.,2021-2022,0.03,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,DJIBOUTI,2021-2022,0.03,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,EGYPT A RP,2021-2022,0.01,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,ETHIOPIA,2021-2022,0.15,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,FINLAND,2021-2022,0.02,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,FRANCE,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,FRANCE,2021-2022,0.13,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,GERMANY,2021-2022,2.23,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,GERMANY,2021-2022,0.2,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,GHANA,2021-2022,0.02,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,GHANA,2021-2022,0.12,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,GUADELOUPE,2021-2022,0.01,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,GUINEA,2021-2022,0.22,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,HONDURAS,2021-2022,0.01,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,INDONESIA,2021-2022,0.01,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,IRAQ,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,ISRAEL,2021-2022,0.01,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,ITALY,2021-2022,0.55,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,ITALY,2021-2022,0.57,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,JAPAN,2021-2022,0.23,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,JAPAN,2021-2022,0.22,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,KENYA,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,KENYA,2021-2022,0.26,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,KUWAIT,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,KUWAIT,2021-2022,0.06,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,LIBERIA,2021-2022,0.06,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,MALAWI,2021-2022,0.01,7403_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Export,MALAYSIA,2021-2022,5.99,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,MALAYSIA,2021-2022,0.65,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MALAYSIA,2021-2022,5.34,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MALDIVES,2021-2022,0.04,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MALI,2021-2022,0.13,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MAURITANIA,2021-2022,0.08,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MEXICO,2021-2022,0.62,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MOROCCO,2021-2022,0.01,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,MYANMAR,2021-2022,0.24,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,NEPAL,2021-2022,0.44,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,NEPAL,2021-2022,7.92,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,NETHERLAND,2021-2022,1.17,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,NETHERLAND,2021-2022,1.51,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,NEW ZEALAND,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,NEW ZEALAND,2021-2022,0.19,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,NICARAGUA,2021-2022,0.05,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,NIGERIA,2021-2022,0.02,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,NIGERIA,2021-2022,0.23,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,NORWAY,2021-2022,0.12,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,OMAN,2021-2022,0.34,7408_2021-22.xlsx,2021
2603,Copper,Copper Ores & Concentrates,Export,PHILIPPINES,2021-2022,33.46,2603_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,PHILIPPINES,2021-2022,0.05,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,POLAND,2021-2022,0.05,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,QATAR,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,QATAR,2021-2022,84.48,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,RWANDA,2021-2022,0.08,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SAUDI ARAB,2021-2022,0.14,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SAUDI ARAB,2021-2022,0.83,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SENEGAL,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SENEGAL,2021-2022,0.6,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SERBIA,2021-2022,0.01,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SINGAPORE,2021-2022,69.05,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SINGAPORE,2021-2022,0.09,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SLOVENIA,2021-2022,0.01,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SOUTH AFRICA,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SOUTH AFRICA,2021-2022,10.18,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SOUTH KOREA,2021-2022,28.9,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SOUTH KOREA,2021-2022,0.97,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SPAIN,2021-2022,1.64,7403_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,SRI LANKA DSR,2021-2022,1.4,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SRI LANKA DSR,2021-2022,11.91,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SWEDEN,2021-2022,0.04,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,SWITZERLAND,2021-2022,0.07,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,TAIWAN,2021-2022,2.45,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,TAIWAN,2021-2022,0.04,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,TANZANIA,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,TANZANIA,2021-2022,0.27,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,THAILAND,2021-2022,5.81,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,THAILAND,2021-2022,0.43,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,TOGO,2021-2022,0.03,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,TUNISIA,2021-2022,0.86,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,TURKEY,2021-2022,0.81,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,U ARAB EMTS,2021-2022,4.96,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,U ARAB EMTS,2021-2022,0.47,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,UGANDA,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,UGANDA,2021-2022,0.04,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,UK,2021-2022,0.06,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,UK,2021-2022,0.49,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,UKRAINE,2021-2022,0.07,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,USA,2021-2022,1.27,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,USA,2021-2022,2.34,7408_2021-22.xlsx,2021
7403,Copper,Refined Copper,Export,VIETNAM SOC REP,2021-2022,0.01,7403_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,VIETNAM SOC REP,2021-2022,0.25,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,YEMEN REPUBLC,2021-2022,0.02,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,ZAMBIA,2021-2022,0.16,7408_2021-22.xlsx,2021
7408,Copper,Copper Wire,Export,ANGOLA,2022-2023,0.09,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,ARGENTINA,2022-2023,0.01,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,AUSTRALIA,2022-2023,0.42,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,AUSTRALIA,2022-2023,0.03,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,BAHARAIN IS,2022-2023,0.05,7403_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,BANGLADESH PR,2022-2023,0.09,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,BANGLADESH PR,2022-2023,1.94,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,BELGIUM,2022-2023,1.24,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,BHUTAN,2022-2023,0.08,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,BRAZIL,2022-2023,0.59,7408_2022-23.xlsx,2022
2603,Copper,Copper Ores & Concentrates,Export,CAMBODIA,2022-2023,0.03,2603_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,CANADA,2022-2023,0.01,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,CANADA,2022-2023,0.55,7408_2022-23.xlsx,2022
2603,Copper,Copper Ores & Concentrates,Export,CHINA,2022-2023,29.61,2603_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,CHINA,2022-2023,378.71,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,CHINA,2022-2023,0.56,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,COLOMBIA,2022-2023,0.12,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,CONGO D. REP.,2022-2023,0.11,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,COSTA RICA,2022-2023,0.02,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,COTE D' IVOIRE,2022-2023,0.06,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,DJIBOUTI,2022-2023,0.35,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,EGYPT A RP,2022-2023,0.07,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,ETHIOPIA,2022-2023,0.02,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,FINLAND,2022-2023,0.01,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,FRANCE,2022-2023,0.02,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,FRANCE,2022-2023,0.22,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,GAMBIA,2022-2023,0.01,7403_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,GERMANY,2022-2023,9.77,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,GERMANY,2022-2023,0.17,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,GHANA,2022-2023,0.04,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,GUINEA,2022-2023,0.02,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,INDONESIA,2022-2023,0.15,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,INDONESIA,2022-2023,0.07,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,ITALY,2022-2023,0.73,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,ITALY,2022-2023,0.29,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,JAPAN,2022-2023,1.24,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,JAPAN,2022-2023,0.54,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,JORDAN,2022-2023,0.02,7403_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,KENYA,2022-2023,0.1,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,KENYA,2022-2023,0.29,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,KUWAIT,2022-2023,0.01,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,KUWAIT,2022-2023,0.03,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,MADAGASCAR,2022-2023,0.02,7408_2022-23.xlsx,2022
7403,Copper,Refined Copper,Export,MALAYSIA,2022-2023,0.72,7403_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,MALAYSIA,2022-2023,1.51,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,MALDIVES,2022-2023,0.05,7408_2022-23.xlsx,2022
7408,Copper,Copper Wire,Export,MALI,2022-2023,0.01,7408_2022-23.xlsx,2022
